qid,uid,label
1297:1,16022:1,
1145:1,27848:1,
2868:1,34421:1,
1149:1,10156:1,
3751:1,15417:1,
3494:1,14572:1,
775:1,11247:1,
3389:1,11140:1,
1307:1,21435:1,
1174:1,20022:1,
792:1,19024:1,
4983:1,11216:1,
210:1,34948:1,
46:1,16644:1,
4027:1,17973:1,
688:1,11144:1,
6591:1,11042:1,
560:1,16083:1,
840:1,13272:1,
2803:1,15054:1,
2593:1,9688:1,
5458:1,11821:1,
1038:1,19137:1,
1049:1,16932:1,
4710:1,19918:1,
1042:1,18787:1,
378:1,14783:1,
1459:1,27440:1,
685:1,9556:1,
1309:1,12431:1,
1011:1,8527:1,
1185:1,9374:1,
1904:1,21630:1,
2554:1,8980:1,
215:1,28725:1,
344:1,21406:1,
3627:1,34949:1,
1838:1,18809:1,
991:1,17980:1,
5099:1,12463:1,
742:1,9717:1,
1948:1,34950:1,
1910:1,18555:1,
3411:1,12226:1,
3628:1,12780:1,
58:1,24447:1,
909:1,30417:1,
247:1,10480:1,
3374:1,8097:1,
6490:1,19822:1,
67:1,28128:1,
410:1,19217:1,
126:1,9928:1,
1061:1,9543:1,
1779:1,15213:1,
597:1,34951:1,
765:1,8174:1,
622:1,8852:1,
1892:1,18375:1,
1550:1,10665:1,
666:1,14323:1,
2673:1,14611:1,
322:1,13380:1,
3821:1,11497:1,
34:1,10910:1,
465:1,8473:1,
1556:1,13402:1,
1697:1,14176:1,
115:1,8593:1,
11:1,11250:1,
1306:1,11902:1,
4200:1,12286:1,
3201:1,8939:1,
7099:1,27637:1,
799:1,17661:1,
464:1,16583:1,
6649:1,8991:1,
209:1,14347:1,
2043:1,18263:1,
1392:1,12314:1,
907:1,12327:1,
1264:1,7789:1,
1332:1,14509:1,
705:1,34952:1,
961:1,10935:1,
1005:1,30417:1,
70:1,8893:1,
1351:1,18469:1,
1796:1,28590:1,
415:1,11919:1,
376:1,8419:1,
615:1,14367:1,
358:1,19231:1,
82:1,18696:1,
840:1,18014:1,
17:1,10652:1,
4500:1,30835:1,
1029:1,14051:1,
1572:1,13795:1,
2607:1,28443:1,
1242:1,19980:1,
2027:1,27389:1,
407:1,14771:1,
90:1,23071:1,
464:1,10007:1,
882:1,9135:1,
1557:1,9273:1,
1136:1,19775:1,
975:1,21810:1,
7711:1,15647:1,
548:1,13939:1,
2741:1,15457:1,
1310:1,11676:1,
2033:1,11592:1,
927:1,23755:1,
166:1,9275:1,
3129:1,23689:1,
13:1,9104:1,
2185:1,8196:1,
1037:1,23228:1,
887:1,16908:1,
7712:1,10417:1,
6477:1,12606:1,
1872:1,17330:1,
1016:1,11729:1,
1281:1,11303:1,
1736:1,11107:1,
1497:1,16807:1,
1866:1,11732:1,
634:1,19701:1,
5193:1,13512:1,
627:1,8528:1,
1243:1,11670:1,
568:1,11247:1,
1119:1,21955:1,
23:1,11988:1,
2444:1,29034:1,
79:1,25232:1,
122:1,22877:1,
1712:1,12687:1,
487:1,20489:1,
439:1,13715:1,
182:1,9224:1,
420:1,7978:1,
2279:1,18658:1,
3396:1,28112:1,
841:1,13879:1,
1756:1,9643:1,
3119:1,16065:1,
2285:1,19788:1,
597:1,16508:1,
834:1,8859:1,
5154:1,21406:1,
215:1,17071:1,
373:1,11856:1,
293:1,9575:1,
63:1,14931:1,
1083:1,8013:1,
223:1,29244:1,
1251:1,9557:1,
1197:1,19515:1,
2554:1,14437:1,
1706:1,8554:1,
4775:1,23467:1,
1838:1,20416:1,
2161:1,32237:1,
3513:1,15569:1,
166:1,10747:1,
560:1,22400:1,
3295:1,9195:1,
1315:1,11845:1,
7450:1,14136:1,
209:1,32859:1,
251:1,10214:1,
1048:1,24229:1,
1653:1,14252:1,
130:1,26442:1,
349:1,9859:1,
5211:1,20026:1,
4982:1,12748:1,
2591:1,19901:1,
2048:1,32023:1,
1109:1,10463:1,
909:1,21935:1,
913:1,10797:1,
2542:1,25154:1,
1020:1,18428:1,
2796:1,11434:1,
6309:1,14821:1,
1377:1,10976:1,
1019:1,18875:1,
5090:1,10156:1,
1644:1,9499:1,
873:1,8284:1,
287:1,23356:1,
699:1,20134:1,
911:1,26111:1,
1365:1,8859:1,
63:1,19024:1,
1307:1,21237:1,
6:1,10846:1,
120:1,16434:1,
471:1,14615:1,
44:1,17081:1,
64:1,8198:1,
190:1,27326:1,
1138:1,17447:1,
2140:1,16371:1,
2098:1,10752:1,
2368:1,8915:1,
1258:1,27937:1,
683:1,20494:1,
1002:1,14253:1,
1630:1,8069:1,
17:1,8443:1,
2253:1,11159:1,
840:1,14958:1,
2763:1,25523:1,
3516:1,16495:1,
1014:1,9187:1,
4788:1,25614:1,
434:1,9690:1,
1523:1,8456:1,
305:1,10641:1,
13:1,11478:1,
434:1,8459:1,
91:1,22186:1,
742:1,10761:1,
63:1,25191:1,
1355:1,17390:1,
210:1,8126:1,
751:1,12660:1,
2170:1,13669:1,
2879:1,14667:1,
4202:1,10373:1,
1143:1,8570:1,
1632:1,19614:1,
1022:1,22598:1,
311:1,14457:1,
726:1,18591:1,
2539:1,13094:1,
941:1,9952:1,
1172:1,11492:1,
2255:1,18109:1,
38:1,24717:1,
5244:1,8058:1,
3807:1,17790:1,
130:1,17339:1,
898:1,9177:1,
538:1,25202:1,
4051:1,12429:1,
829:1,11112:1,
498:1,12060:1,
6654:1,34953:1,
918:1,8181:1,
1586:1,9732:1,
502:1,9693:1,
529:1,14562:1,
1583:1,13948:1,
3503:1,21828:1,
1928:1,10880:1,
6294:1,13626:1,
1348:1,17231:1,
36:1,8718:1,
5046:1,9087:1,
3374:1,12782:1,
1174:1,10234:1,
2483:1,22023:1,
453:1,18130:1,
716:1,8495:1,
1550:1,17382:1,
1408:1,14844:1,
3238:1,12214:1,
130:1,13876:1,
2999:1,13667:1,
3288:1,11660:1,
1011:1,17131:1,
708:1,8223:1,
3195:1,13314:1,
560:1,17017:1,
3141:1,16359:1,
892:1,17292:1,
38:1,7917:1,
2751:1,19901:1,
3038:1,10016:1,
139:1,8143:1,
1624:1,16210:1,
1540:1,11149:1,
1145:1,17090:1,
4973:1,9702:1,
1747:1,14446:1,
851:1,8347:1,
5170:1,9908:1,
4132:1,16525:1,
887:1,13670:1,
3461:1,11399:1,
1857:1,19456:1,
5716:1,8714:1,
6128:1,12113:1,
166:1,8652:1,
5374:1,16294:1,
741:1,28944:1,
988:1,31446:1,
880:1,30973:1,
887:1,10930:1,
3301:1,21484:1,
1708:1,18505:1,
166:1,12464:1,
1307:1,23113:1,
611:1,10667:1,
1310:1,17985:1,
81:1,16703:1,
1304:1,13974:1,
2700:1,26580:1,
936:1,24997:1,
2593:1,9562:1,
666:1,10149:1,
3776:1,13667:1,
982:1,8332:1,
785:1,27538:1,
1866:1,18852:1,
2960:1,9022:1,
2701:1,19711:1,
914:1,9498:1,
3440:1,22879:1,
2738:1,17022:1,
5251:1,12461:1,
4430:1,14188:1,
1084:1,11259:1,
2844:1,7937:1,
498:1,13735:1,
640:1,11989:1,
6725:1,22897:1,
4507:1,13816:1,
6811:1,8116:1,
116:1,12265:1,
176:1,16501:1,
796:1,16822:1,
322:1,20562:1,
3:1,14318:1,
4754:1,30575:1,
142:1,13454:1,
7713:1,8022:1,
1331:1,14290:1,
3257:1,19939:1,
453:1,11319:1,
680:1,21982:1,
7235:1,8729:1,
1270:1,12359:1,
820:1,10756:1,
3422:1,14309:1,
885:1,9526:1,
1397:1,9757:1,
4580:1,27517:1,
2567:1,14863:1,
3888:1,8109:1,
5560:1,12392:1,
3171:1,15681:1,
3425:1,8186:1,
4982:1,10850:1,
137:1,10323:1,
3628:1,29380:1,
3140:1,12506:1,
842:1,8712:1,
4045:1,9639:1,
5098:1,21621:1,
1022:1,9515:1,
335:1,12159:1,
2459:1,9009:1,
4503:1,8309:1,
702:1,14187:1,
5146:1,10052:1,
1102:1,22007:1,
3354:1,12151:1,
4837:1,16735:1,
580:1,14368:1,
4929:1,28817:1,
959:1,22747:1,
247:1,9699:1,
4779:1,10833:1,
3804:1,11317:1,
809:1,19505:1,
1614:1,32089:1,
957:1,9969:1,
882:1,23798:1,
234:1,18375:1,
4218:1,15600:1,
4394:1,12480:1,
626:1,18706:1,
427:1,19335:1,
3983:1,14009:1,
1904:1,21416:1,
373:1,8086:1,
208:1,18689:1,
488:1,18708:1,
3390:1,11275:1,
3188:1,34954:1,
558:1,12834:1,
1235:1,14600:1,
898:1,15740:1,
6238:1,24657:1,
3047:1,7780:1,
5976:1,8886:1,
31:1,12148:1,
1382:1,14002:1,
575:1,9179:1,
4219:1,31942:1,
5437:1,28942:1,
516:1,27743:1,
5907:1,8792:1,
3188:1,12577:1,
1414:1,9760:1,
3:1,19311:1,
948:1,34955:1,
2534:1,10841:1,
32:1,13737:1,
1482:1,27572:1,
1723:1,8189:1,
355:1,8744:1,
2325:1,9779:1,
630:1,27188:1,
3150:1,8025:1,
140:1,11366:1,
31:1,18284:1,
913:1,18522:1,
4115:1,24866:1,
1037:1,19957:1,
4846:1,22241:1,
1108:1,15092:1,
5629:1,13505:1,
1035:1,14385:1,
7714:1,13837:1,
4169:1,11716:1,
1050:1,21166:1,
215:1,8540:1,
209:1,13476:1,
3602:1,34956:1,
4546:1,24109:1,
1390:1,15293:1,
1736:1,22194:1,
1704:1,10890:1,
2129:1,8008:1,
2042:1,25034:1,
3151:1,9007:1,
143:1,9916:1,
1138:1,10922:1,
2044:1,9316:1,
1258:1,27106:1,
984:1,28481:1,
4112:1,33067:1,
330:1,16491:1,
1617:1,18145:1,
1001:1,18153:1,
2651:1,10087:1,
535:1,20446:1,
2579:1,19897:1,
166:1,12291:1,
1446:1,8992:1,
222:1,9207:1,
292:1,18624:1,
3292:1,16885:1,
149:1,9462:1,
1332:1,13085:1,
744:1,16870:1,
6799:1,20737:1,
3193:1,11082:1,
407:1,26598:1,
1869:1,14109:1,
1029:1,10265:1,
324:1,17529:1,
3438:1,9230:1,
4427:1,9345:1,
444:1,8661:1,
64:1,27255:1,
3644:1,15173:1,
130:1,12608:1,
192:1,22227:1,
1143:1,11427:1,
953:1,8930:1,
3374:1,7925:1,
2393:1,21955:1,
525:1,18776:1,
265:1,9854:1,
4212:1,8593:1,
149:1,20150:1,
2881:1,12158:1,
1093:1,10723:1,
137:1,12972:1,
75:1,23964:1,
3933:1,10456:1,
2144:1,10632:1,
3673:1,11931:1,
1307:1,13758:1,
1958:1,19373:1,
193:1,9309:1,
29:1,21174:1,
354:1,25292:1,
389:1,8200:1,
149:1,10403:1,
1881:1,26804:1,
809:1,34957:1,
5931:1,10293:1,
5122:1,22741:1,
4376:1,18925:1,
788:1,12036:1,
124:1,21312:1,
2465:1,15817:1,
1363:1,14344:1,
5317:1,20401:1,
546:1,17797:1,
2167:1,10816:1,
508:1,12060:1,
364:1,18152:1,
36:1,13316:1,
1192:1,27350:1,
50:1,25403:1,
5700:1,9444:1,
3991:1,12730:1,
873:1,9303:1,
6356:1,19200:1,
3142:1,14085:1,
82:1,24002:1,
1982:1,12343:1,
1693:1,22553:1,
5036:1,18810:1,
1282:1,16426:1,
3877:1,10645:1,
326:1,15346:1,
4498:1,20268:1,
1742:1,19182:1,
6263:1,16065:1,
885:1,8106:1,
1068:1,12393:1,
1556:1,20200:1,
1222:1,20748:1,
4688:1,9541:1,
47:1,13562:1,
680:1,11853:1,
450:1,34452:1,
4096:1,20982:1,
4396:1,8868:1,
1637:1,14943:1,
2137:1,22781:1,
384:1,9557:1,
3631:1,10636:1,
1471:1,11985:1,
1577:1,14366:1,
434:1,23160:1,
4004:1,20000:1,
2863:1,14489:1,
3425:1,10125:1,
3978:1,22304:1,
69:1,13854:1,
5004:1,15638:1,
2093:1,13601:1,
130:1,9979:1,
207:1,21107:1,
4339:1,34958:1,
322:1,11831:1,
4092:1,10876:1,
1735:1,10689:1,
1372:1,12345:1,
834:1,8697:1,
851:1,11007:1,
6832:1,10874:1,
46:1,18397:1,
1403:1,10518:1,
4969:1,8399:1,
2139:1,10054:1,
2349:1,24545:1,
5608:1,17179:1,
1167:1,27581:1,
2282:1,10897:1,
14:1,8118:1,
2076:1,8106:1,
590:1,19703:1,
796:1,16508:1,
2374:1,10729:1,
980:1,10096:1,
141:1,17529:1,
5605:1,11665:1,
1540:1,21596:1,
708:1,26025:1,
649:1,10374:1,
372:1,14167:1,
64:1,13588:1,
15:1,22983:1,
5459:1,26971:1,
6222:1,16499:1,
469:1,8044:1,
2131:1,12345:1,
50:1,28952:1,
795:1,14221:1,
1236:1,12269:1,
2238:1,12374:1,
2253:1,30608:1,
1630:1,9752:1,
16:1,16638:1,
259:1,26296:1,
689:1,19650:1,
5686:1,33677:1,
5524:1,11338:1,
354:1,23264:1,
103:1,16809:1,
5718:1,13637:1,
326:1,34959:1,
4952:1,20605:1,
2376:1,23301:1,
6782:1,13530:1,
103:1,10738:1,
409:1,12803:1,
827:1,22156:1,
630:1,26212:1,
2311:1,18514:1,
461:1,13960:1,
7303:1,23935:1,
1426:1,15294:1,
5950:1,17552:1,
1433:1,8223:1,
3760:1,15786:1,
48:1,13633:1,
1156:1,8023:1,
255:1,32082:1,
1966:1,23814:1,
289:1,34960:1,
3880:1,19556:1,
253:1,22291:1,
292:1,21227:1,
935:1,18631:1,
5551:1,9565:1,
1679:1,8573:1,
2369:1,18329:1,
907:1,11030:1,
1809:1,10370:1,
1351:1,14745:1,
1141:1,17096:1,
1392:1,34961:1,
854:1,12634:1,
3755:1,21259:1,
2107:1,20748:1,
389:1,29665:1,
6213:1,12438:1,
2379:1,16916:1,
3652:1,13394:1,
2702:1,8307:1,
3909:1,31706:1,
130:1,8511:1,
3549:1,7968:1,
555:1,20963:1,
3514:1,34962:1,
81:1,12612:1,
192:1,23017:1,
969:1,15876:1,
4417:1,9461:1,
86:1,9002:1,
770:1,14786:1,
4858:1,8942:1,
48:1,8659:1,
2784:1,33178:1,
3722:1,34963:1,
160:1,8872:1,
2349:1,26656:1,
857:1,15195:1,
109:1,15903:1,
831:1,19635:1,
2920:1,14999:1,
3009:1,11505:1,
1048:1,14899:1,
2235:1,11670:1,
2155:1,14903:1,
620:1,16079:1,
1651:1,9507:1,
4810:1,19697:1,
796:1,12255:1,
666:1,23660:1,
176:1,10071:1,
1751:1,27493:1,
557:1,9194:1,
1056:1,20416:1,
1265:1,12173:1,
1262:1,10922:1,
584:1,11968:1,
2428:1,16360:1,
3505:1,19996:1,
545:1,13272:1,
322:1,8857:1,
2176:1,12007:1,
2554:1,8118:1,
664:1,8051:1,
672:1,23016:1,
1001:1,8818:1,
1838:1,8194:1,
5786:1,8109:1,
1811:1,10151:1,
103:1,25364:1,
2778:1,23677:1,
5907:1,15544:1,
1022:1,9691:1,
6:1,14923:1,
3291:1,20790:1,
789:1,9053:1,
80:1,19723:1,
804:1,23605:1,
410:1,8682:1,
1356:1,24739:1,
3630:1,34964:1,
4634:1,15179:1,
2675:1,14754:1,
373:1,15851:1,
3427:1,29060:1,
1350:1,10464:1,
1742:1,13280:1,
36:1,7927:1,
2019:1,17756:1,
87:1,13549:1,
905:1,8812:1,
172:1,34805:1,
1620:1,21998:1,
1167:1,20988:1,
349:1,19494:1,
1302:1,11260:1,
230:1,8243:1,
309:1,34965:1,
690:1,16409:1,
310:1,10909:1,
287:1,11737:1,
3162:1,26121:1,
63:1,9476:1,
292:1,11376:1,
3741:1,16207:1,
48:1,12228:1,
1650:1,14359:1,
71:1,15065:1,
2426:1,8770:1,
2508:1,27348:1,
2438:1,15169:1,
300:1,9790:1,
6191:1,10213:1,
3806:1,29695:1,
294:1,24343:1,
714:1,21982:1,
324:1,8299:1,
433:1,9641:1,
505:1,17569:1,
141:1,16193:1,
2893:1,10826:1,
439:1,12219:1,
3586:1,8632:1,
933:1,11988:1,
789:1,12885:1,
46:1,18466:1,
1419:1,32163:1,
1995:1,12116:1,
1071:1,23274:1,
246:1,14869:1,
1761:1,7912:1,
1012:1,23853:1,
607:1,18564:1,
945:1,16115:1,
6832:1,13282:1,
180:1,21108:1,
3389:1,12670:1,
596:1,12116:1,
435:1,12383:1,
585:1,19111:1,
1766:1,16614:1,
1755:1,21664:1,
294:1,33938:1,
2971:1,9873:1,
265:1,23599:1,
140:1,8857:1,
546:1,10151:1,
409:1,17618:1,
103:1,17566:1,
1269:1,14860:1,
556:1,21197:1,
6759:1,8309:1,
538:1,28377:1,
2329:1,9368:1,
5973:1,19897:1,
866:1,13750:1,
9:1,12595:1,
72:1,29941:1,
2786:1,28789:1,
1168:1,9660:1,
690:1,7911:1,
3784:1,30330:1,
1697:1,19745:1,
2282:1,28455:1,
1761:1,13558:1,
674:1,19276:1,
3903:1,18007:1,
756:1,9018:1,
190:1,9886:1,
5842:1,23791:1,
5273:1,31568:1,
2180:1,23270:1,
2808:1,33188:1,
36:1,8819:1,
4449:1,10117:1,
6244:1,23570:1,
1220:1,29840:1,
861:1,14716:1,
4152:1,18505:1,
31:1,12596:1,
326:1,34966:1,
82:1,23752:1,
2911:1,16042:1,
2594:1,11670:1,
3262:1,11930:1,
1090:1,20320:1,
4584:1,8395:1,
4219:1,31509:1,
5855:1,25136:1,
220:1,9971:1,
563:1,12591:1,
1203:1,12518:1,
215:1,22368:1,
336:1,13999:1,
3390:1,15145:1,
158:1,19597:1,
2762:1,19796:1,
961:1,8604:1,
374:1,12128:1,
366:1,10817:1,
884:1,17298:1,
306:1,9285:1,
292:1,25688:1,
6:1,27187:1,
373:1,7865:1,
48:1,9776:1,
738:1,9862:1,
2335:1,11320:1,
1457:1,34967:1,
1197:1,27568:1,
2955:1,22060:1,
559:1,15395:1,
3750:1,9673:1,
790:1,8543:1,
3027:1,18764:1,
48:1,16367:1,
5799:1,10248:1,
8:1,17334:1,
5592:1,9805:1,
2170:1,14211:1,
62:1,23255:1,
1607:1,7992:1,
1360:1,12596:1,
555:1,19828:1,
5073:1,9008:1,
19:1,8961:1,
2355:1,8812:1,
6336:1,21915:1,
6667:1,13531:1,
1210:1,14711:1,
3503:1,12932:1,
795:1,13291:1,
2037:1,18313:1,
5382:1,9295:1,
2757:1,19209:1,
743:1,24649:1,
1235:1,11805:1,
565:1,9880:1,
5620:1,25661:1,
766:1,11551:1,
2349:1,12148:1,
19:1,17453:1,
5646:1,18016:1,
720:1,21237:1,
1487:1,17987:1,
4214:1,11676:1,
2031:1,11006:1,
4790:1,18425:1,
3438:1,25984:1,
689:1,17790:1,
368:1,11860:1,
91:1,11641:1,
771:1,10191:1,
6307:1,32981:1,
2696:1,19921:1,
580:1,10982:1,
410:1,9309:1,
2373:1,9393:1,
1447:1,11809:1,
517:1,8175:1,
5863:1,8229:1,
1580:1,33821:1,
5019:1,34968:1,
173:1,15559:1,
1350:1,11782:1,
2941:1,10426:1,
4092:1,8120:1,
3784:1,10044:1,
632:1,14570:1,
373:1,19528:1,
86:1,15837:1,
422:1,12838:1,
3050:1,20255:1,
913:1,13953:1,
108:1,14231:1,
2573:1,18270:1,
744:1,29811:1,
2230:1,15218:1,
672:1,23306:1,
1825:1,19535:1,
505:1,13633:1,
2533:1,16658:1,
2870:1,26692:1,
2701:1,21923:1,
5273:1,12392:1,
1257:1,16287:1,
4253:1,9974:1,
469:1,11498:1,
1291:1,20017:1,
650:1,11974:1,
643:1,10214:1,
1144:1,9372:1,
2086:1,11841:1,
647:1,12374:1,
701:1,15502:1,
5708:1,13152:1,
529:1,12869:1,
5119:1,21183:1,
4415:1,11323:1,
4170:1,13688:1,
383:1,9660:1,
335:1,8364:1,
7715:1,34969:1,
494:1,15524:1,
22:1,22968:1,
392:1,11445:1,
4100:1,22026:1,
734:1,13364:1,
7372:1,21490:1,
1532:1,10009:1,
504:1,21789:1,
176:1,9909:1,
2413:1,12932:1,
680:1,22991:1,
748:1,17227:1,
712:1,16506:1,
240:1,11166:1,
3451:1,10950:1,
2312:1,34970:1,
2834:1,29086:1,
5700:1,12689:1,
8:1,34971:1,
295:1,14832:1,
29:1,10990:1,
2573:1,22262:1,
2880:1,11854:1,
1698:1,23841:1,
4500:1,34972:1,
5185:1,34973:1,
7377:1,22529:1,
831:1,9187:1,
1809:1,13783:1,
641:1,13269:1,
1387:1,9321:1,
2285:1,8594:1,
2178:1,19523:1,
580:1,9182:1,
664:1,20984:1,
1075:1,28300:1,
1065:1,14513:1,
5878:1,14712:1,
360:1,23328:1,
137:1,18204:1,
2048:1,20249:1,
2596:1,14453:1,
11:1,8808:1,
4983:1,8458:1,
1099:1,9046:1,
5793:1,17109:1,
500:1,16232:1,
3598:1,11803:1,
294:1,8411:1,
4176:1,17422:1,
2374:1,15823:1,
2455:1,8228:1,
6272:1,34974:1,
1683:1,10685:1,
990:1,23248:1,
4085:1,11302:1,
3239:1,9427:1,
3288:1,7915:1,
946:1,10709:1,
220:1,15845:1,
5029:1,21136:1,
4756:1,20302:1,
1897:1,15851:1,
2902:1,19225:1,
1322:1,10944:1,
2987:1,11102:1,
2280:1,19503:1,
2759:1,16943:1,
656:1,8545:1,
335:1,11216:1,
580:1,8236:1,
666:1,8085:1,
4500:1,8105:1,
1752:1,8937:1,
5044:1,12265:1,
242:1,11599:1,
669:1,7964:1,
212:1,17230:1,
921:1,14757:1,
4913:1,12048:1,
2011:1,11592:1,
5897:1,8059:1,
5208:1,9188:1,
5451:1,34975:1,
417:1,12374:1,
2535:1,9413:1,
300:1,10282:1,
529:1,21756:1,
4174:1,10140:1,
4248:1,8565:1,
603:1,12383:1,
234:1,12177:1,
2701:1,11832:1,
507:1,13448:1,
396:1,34088:1,
886:1,10250:1,
732:1,9967:1,
147:1,15219:1,
624:1,18610:1,
1931:1,33123:1,
2195:1,17014:1,
2530:1,25397:1,
2383:1,11735:1,
1912:1,9020:1,
780:1,12736:1,
809:1,19884:1,
936:1,21278:1,
4647:1,22077:1,
1068:1,10120:1,
2264:1,19059:1,
3963:1,9586:1,
2098:1,12027:1,
666:1,8416:1,
103:1,21253:1,
2251:1,8567:1,
2327:1,11914:1,
251:1,14891:1,
2937:1,34976:1,
47:1,30275:1,
775:1,13625:1,
5447:1,8538:1,
4709:1,11699:1,
4978:1,15467:1,
434:1,9611:1,
1948:1,34977:1,
254:1,7960:1,
1398:1,15311:1,
1933:1,21951:1,
1136:1,29583:1,
1997:1,10589:1,
1567:1,9456:1,
712:1,32347:1,
393:1,7912:1,
4065:1,7940:1,
1968:1,12514:1,
845:1,8398:1,
3871:1,20956:1,
1080:1,10013:1,
296:1,13625:1,
268:1,30158:1,
6147:1,16175:1,
1254:1,25113:1,
417:1,8013:1,
4760:1,17601:1,
1682:1,28496:1,
376:1,11599:1,
3362:1,18572:1,
6480:1,18100:1,
4867:1,9769:1,
365:1,10822:1,
842:1,9745:1,
1992:1,10005:1,
632:1,18612:1,
247:1,9585:1,
2238:1,12697:1,
36:1,18568:1,
5133:1,34978:1,
5827:1,22739:1,
1669:1,18851:1,
1739:1,13445:1,
4906:1,8631:1,
476:1,16823:1,
1085:1,10104:1,
4651:1,11618:1,
2195:1,24653:1,
409:1,8054:1,
144:1,16731:1,
3871:1,14525:1,
4431:1,9209:1,
8:1,15552:1,
2329:1,12181:1,
5538:1,18460:1,
2742:1,9027:1,
26:1,8394:1,
2536:1,34979:1,
163:1,8796:1,
694:1,16072:1,
434:1,10077:1,
508:1,16374:1,
130:1,14022:1,
4490:1,22194:1,
3526:1,9066:1,
3423:1,10339:1,
6178:1,19168:1,
2929:1,14513:1,
4585:1,15378:1,
296:1,11639:1,
2099:1,34153:1,
6:1,14889:1,
817:1,16459:1,
110:1,8245:1,
3131:1,20121:1,
6005:1,18091:1,
6022:1,12224:1,
87:1,13316:1,
414:1,8812:1,
5910:1,10121:1,
5570:1,18777:1,
809:1,10053:1,
571:1,11344:1,
4467:1,15238:1,
5547:1,15390:1,
1750:1,11133:1,
2144:1,10866:1,
1346:1,12856:1,
1007:1,10371:1,
1466:1,8332:1,
19:1,9930:1,
1929:1,21797:1,
560:1,25943:1,
4131:1,17871:1,
3747:1,34980:1,
96:1,26779:1,
5943:1,7966:1,
639:1,8568:1,
50:1,18439:1,
775:1,16411:1,
413:1,7981:1,
3013:1,13278:1,
1001:1,9616:1,
5244:1,14615:1,
78:1,17014:1,
3420:1,22136:1,
1175:1,9876:1,
2311:1,8044:1,
762:1,12208:1,
4373:1,25741:1,
664:1,20842:1,
1254:1,19181:1,
36:1,8697:1,
2826:1,14580:1,
977:1,9487:1,
672:1,28177:1,
7466:1,29333:1,
2756:1,8243:1,
2426:1,34981:1,
130:1,10251:1,
4060:1,20295:1,
3628:1,26931:1,
1497:1,9782:1,
739:1,11260:1,
228:1,8542:1,
4326:1,14547:1,
209:1,25112:1,
5330:1,25836:1,
2385:1,18663:1,
527:1,8613:1,
1558:1,17984:1,
3381:1,34982:1,
2702:1,13961:1,
458:1,26509:1,
1437:1,13187:1,
130:1,13085:1,
819:1,8382:1,
1920:1,8837:1,
140:1,12082:1,
3123:1,9026:1,
4917:1,7980:1,
1857:1,17859:1,
103:1,26528:1,
2057:1,9586:1,
4216:1,9737:1,
4348:1,12601:1,
4740:1,9971:1,
4469:1,11793:1,
492:1,34983:1,
4379:1,9310:1,
247:1,19444:1,
6247:1,13898:1,
7176:1,16137:1,
1288:1,9200:1,
624:1,14000:1,
1637:1,19361:1,
792:1,15698:1,
579:1,15796:1,
14:1,14517:1,
2487:1,8128:1,
2097:1,8376:1,
1503:1,14388:1,
1127:1,10422:1,
1235:1,15284:1,
1627:1,9752:1,
3264:1,16146:1,
36:1,14386:1,
276:1,19565:1,
525:1,8721:1,
1771:1,19636:1,
579:1,15219:1,
5860:1,18213:1,
744:1,19754:1,
5132:1,8201:1,
1218:1,9430:1,
985:1,10077:1,
1532:1,7878:1,
2803:1,20486:1,
469:1,9866:1,
3824:1,11566:1,
3259:1,11655:1,
251:1,19844:1,
513:1,8671:1,
1146:1,11485:1,
1039:1,19272:1,
1007:1,11247:1,
1030:1,9387:1,
1282:1,15501:1,
2665:1,11152:1,
887:1,16759:1,
1268:1,10299:1,
501:1,16359:1,
1811:1,8459:1,
3422:1,24755:1,
1164:1,25312:1,
1036:1,26256:1,
24:1,34984:1,
1577:1,14746:1,
36:1,23119:1,
190:1,14182:1,
1550:1,15199:1,
2140:1,34385:1,
1434:1,9648:1,
69:1,11015:1,
840:1,21565:1,
1036:1,11272:1,
1923:1,31825:1,
1345:1,22725:1,
124:1,20530:1,
3505:1,15530:1,
6208:1,20552:1,
7252:1,14733:1,
3389:1,9588:1,
164:1,11983:1,
4158:1,14746:1,
458:1,25283:1,
19:1,8862:1,
48:1,8086:1,
2:1,30374:1,
5662:1,11101:1,
251:1,19689:1,
1619:1,12671:1,
2062:1,13394:1,
3179:1,19657:1,
947:1,14432:1,
820:1,22307:1,
5829:1,14385:1,
1732:1,14577:1,
2696:1,28138:1,
86:1,20983:1,
253:1,14168:1,
1378:1,8831:1,
2291:1,8728:1,
439:1,16205:1,
733:1,13280:1,
2401:1,9089:1,
6641:1,8111:1,
4380:1,34985:1,
2775:1,13555:1,
713:1,10847:1,
632:1,12911:1,
481:1,7951:1,
82:1,24610:1,
234:1,14786:1,
2400:1,21710:1,
225:1,12062:1,
1993:1,12565:1,
28:1,8546:1,
4850:1,7940:1,
498:1,20903:1,
2043:1,17498:1,
368:1,14261:1,
2899:1,21332:1,
744:1,32089:1,
6408:1,11030:1,
3268:1,34911:1,
5275:1,8229:1,
1839:1,16060:1,
36:1,14180:1,
2021:1,10339:1,
2784:1,34986:1,
1446:1,19020:1,
5251:1,13816:1,
202:1,14577:1,
5069:1,16973:1,
176:1,15594:1,
1910:1,15475:1,
1630:1,9580:1,
2154:1,20435:1,
414:1,9176:1,
51:1,9826:1,
1131:1,25526:1,
520:1,22411:1,
952:1,8259:1,
2011:1,16740:1,
2703:1,7848:1,
3666:1,20974:1,
